transaction_id,user_id,account_age_days,transaction_amount,transaction_type,merchant_category,country,city,device_type,is_fraud,credit_score,income,balance,num_previous_transactions,avg_monthly_spend,payment_method,hour_of_day,day_of_week,lat,lon,session_duration,num_items,discount_applied,loyalty_points,risk_score,employment_status,age,gender,tenure_years,customer_segment
137,100021,718,23.37,payment,services,ES,Madrid,mobile,0,395,28298.42,20907.62,18,985.41,bank_transfer,23,6,40.4343,-3.69466,48.4,1,0,1140,33.4,employed,33,male,1.38,standard
138,100478,1078,25.14,purchase,travel,CO,Bogota,mobile,1,582,66593.42,-2454.1,30,4396.96,bank_transfer,10,1,4.67881,-74.08146,34.5,21,0,4975,35.6,self_employed,61,male,2.43,premium
139,100162,854,17.14,purchase,grocery,CL,Santiago,desktop,0,565,49756.72,23371.98,30,5000.0,cash,12,1,-33.44967,-70.66157,67.9,27,0,6389,28.9,employed,68,female,2.89,premium
140,100181,1283,8.52,purchase,services,ES,Madrid,mobile,0,523,13903.34,6520.73,46,1169.53,card,16,1,40.4656,-3.70212,81.2,4,0,1135,15.4,student,60,female,4.41,basic
141,100414,141,11.22,purchase,travel,CO,Bogota,mobile,0,424,33087.19,10541.06,2,1982.25,cash,18,2,4.69728,-74.03674,45.2,10,0,2559,26.7,unemployed,22,male,0.61,standard
142,100079,2266,26.49,purchase,services,US,Miami,mobile,1,608,127418.06,41529.75,72,5000.0,card,11,2,25.7861,-80.14819,18.2,26,0,5720,37.2,employed,56,female,6.58,vip
143,100159,372,14.69,purchase,grocery,PE,Lima,mobile,0,494,25917.92,17399.5,15,2594.62,bank_transfer,15,1,-12.01173,-77.06101,39.2,15,0,3207,22.9,employed,32,female,1.52,standard
144,100419,660,11.49,refund,utilities,PE,Lima,mobile,1,437,17806.82,-5000.0,19,2404.03,card,15,2,-12.03818,-77.09225,37.5,10,0,3410,19.0,employed,19,male,1.0,basic
145,100121,196,13.51,purchase,utilities,US,Miami,mobile,0,573,31878.76,5650.46,9,4670.83,cash,8,3,25.73699,-80.168,41.2,24,0,6690,29.4,self_employed,61,non_binary,0.09,standard
146,100410,322,11.48,withdrawal,fashion,US,Miami,mobile,1,498,27265.4,-836.34,7,2698.75,wallet,14,2,25.77697,-80.20749,35.6,14,0,2025,19.0,retired,29,female,0.98,standard
147,100091,744,13.11,withdrawal,fashion,CL,Santiago,mobile,1,533,36388.09,12460.01,25,1649.19,wallet,23,4,-33.46395,-70.67202,20.9,7,1,1514,21.0,self_employed,53,female,1.05,standard
148,100376,635,30.78,transfer,grocery,CO,Bogota,mobile,0,424,73622.53,21860.81,25,5000.0,bank_transfer,19,6,4.72895,-74.08611,22.1,22,0,4928,42.5,employed,22,male,1.64,vip
149,100479,270,47.1,purchase,electronics,CO,Bogota,mobile,0,470,79690.47,91672.99,8,2810.59,card,13,5,4.72139,-74.09303,41.1,13,0,2787,62.3,employed,22,male,0.86,vip
150,100466,1789,27.29,payment,utilities,AR,Buenos Aires,mobile,0,490,89086.46,-5000.0,58,5000.0,cash,17,6,-34.62451,-58.37596,76.4,18,0,7329,46.2,employed,33,male,4.97,vip
151,100211,888,17.86,transfer,grocery,ES,Madrid,mobile,0,589,70836.11,-1593.33,36,2319.98,card,7,5,40.42027,-3.7006,96.0,7,1,3312,26.7,employed,69,male,2.44,premium
152,100052,605,23.28,payment,health,CL,Santiago,desktop,0,410,36800.69,19145.98,17,3028.81,wallet,23,2,-33.45137,-70.66577,19.4,7,0,2043,28.3,employed,33,female,1.87,standard
153,100178,1469,10.16,purchase,utilities,AR,Buenos Aires,mobile,0,614,18956.32,-5000.0,39,2148.88,card,23,2,-34.60923,-58.3845,19.0,13,0,1737,17.4,retired,64,male,3.83,basic
154,100336,856,28.86,purchase,fashion,US,Miami,mobile,1,539,43185.93,16358.37,27,5000.0,cash,16,6,25.7513,-80.15764,69.5,18,0,4285,48.1,employed,60,female,3.02,standard
155,100201,1142,19.92,withdrawal,electronics,CO,Bogota,desktop,1,579,54733.58,22873.0,42,5000.0,card,16,0,4.7089,-74.05742,14.3,20,0,6622,24.2,student,55,male,3.89,premium
156,100156,227,11.57,purchase,travel,US,Miami,desktop,0,433,25983.2,25313.81,6,750.02,bank_transfer,23,5,25.78763,-80.19837,54.5,4,0,723,14.1,employed,22,male,1.68,standard
157,100480,290,23.06,purchase,health,ES,Madrid,mobile,0,504,50031.91,-5000.0,6,5000.0,card,13,5,40.40426,-3.71384,23.7,19,0,5137,33.1,employed,32,female,0.33,premium
158,100104,772,41.09,purchase,electronics,US,Miami,desktop,0,509,80351.83,16757.91,25,5000.0,bank_transfer,5,4,25.74799,-80.2169,19.3,32,0,5436,50.0,self_employed,28,male,1.4,vip
159,100292,759,37.76,purchase,fashion,PE,Lima,mobile,0,508,85308.43,25312.55,25,4031.28,bank_transfer,23,4,-12.00675,-77.0716,31.4,14,0,4779,50.9,self_employed,35,male,1.78,vip
160,100329,127,48.78,purchase,utilities,AR,Buenos Aires,mobile,0,608,59325.94,-5000.0,4,5000.0,card,8,6,-34.64678,-58.34129,104.2,21,0,3931,64.4,employed,60,female,0.68,premium
161,100401,1086,8.36,payment,services,ES,Madrid,desktop,1,496,17082.5,-5000.0,28,2263.58,card,10,6,40.42171,-3.70421,116.2,11,0,2828,10.2,student,27,male,2.78,basic
162,100406,513,36.44,payment,grocery,CL,Santiago,desktop,1,444,36829.82,5414.53,15,3804.21,wallet,11,6,-33.45926,-70.6348,20.8,19,0,5529,44.3,employed,26,male,1.54,standard
163,100209,571,12.14,transfer,electronics,PE,Lima,mobile,0,543,39921.81,-5000.0,15,3972.26,bank_transfer,13,4,-12.03501,-77.01943,160.1,22,0,2618,19.8,employed,57,female,1.1,standard
164,100200,579,10.52,purchase,services,ES,Madrid,tablet,0,441,17250.0,-1282.16,19,1251.11,wallet,13,0,40.39728,-3.67307,13.6,4,1,1239,12.8,employed,29,female,2.7,basic
165,100488,711,25.71,transfer,grocery,CL,Santiago,mobile,1,596,27863.89,22651.82,25,650.2,card,12,0,-33.44932,-70.68237,13.8,4,0,355,36.3,self_employed,65,female,2.47,standard
166,100426,744,25.86,withdrawal,utilities,MX,Mexico City,desktop,0,523,91536.35,15881.52,26,5000.0,card,2,4,19.42813,-99.12334,21.7,19,0,7421,31.5,employed,32,male,2.4,vip
167,100006,350,9.34,purchase,grocery,MX,Mexico City,desktop,0,454,24195.37,2967.03,21,1971.07,card,16,4,19.41735,-99.16175,25.7,5,0,2197,11.4,unemployed,26,female,0.66,basic
168,100147,299,11.51,purchase,travel,PE,Lima,mobile,0,472,18491.27,-4000.56,13,2553.2,card,11,4,-12.02303,-77.03226,10.1,13,0,2274,19.0,employed,26,female,1.7,basic
169,100175,1101,11.53,purchase,services,ES,Madrid,mobile,0,434,33292.39,-3344.37,33,2962.54,card,15,5,40.4332,-3.70265,17.5,10,0,2789,19.0,retired,25,male,2.9,standard
170,100356,209,109.62,purchase,grocery,PE,Lima,mobile,1,480,48798.99,-2592.0,8,5000.0,bank_transfer,16,6,-12.06627,-77.04647,10.0,17,0,5916,100.0,retired,29,female,0.51,premium
171,100203,119,9.9,purchase,grocery,CO,Bogota,mobile,0,486,12750.0,-5000.0,2,1849.81,card,18,3,4.69759,-74.0714,97.4,11,0,956,17.0,student,51,female,1.01,basic
172,100498,226,11.68,purchase,services,PE,Lima,mobile,1,407,27980.62,13951.46,7,901.0,bank_transfer,19,0,-12.04311,-77.0534,33.4,7,0,1278,19.2,student,29,male,0.06,standard
173,100263,1356,18.23,purchase,grocery,PE,Lima,mobile,0,564,25790.18,-3250.14,46,2244.42,card,16,0,-12.04633,-77.03612,25.9,11,0,2238,27.2,employed,42,female,3.08,basic
174,100179,305,11.24,purchase,services,ES,Madrid,mobile,1,550,26777.33,-5000.0,9,3644.28,card,11,3,40.41415,-3.68476,15.0,16,1,3132,18.7,employed,52,male,0.81,standard
175,100437,1009,18.51,purchase,fashion,US,Miami,mobile,0,508,24428.04,9018.24,24,3310.36,card,23,1,25.75147,-80.16867,16.1,16,0,4250,27.5,employed,49,male,2.9,basic
176,100352,221,18.23,purchase,health,PE,Lima,mobile,0,502,47714.78,46682.45,6,2902.75,bank_transfer,17,4,-12.01153,-77.0289,13.0,8,0,2578,27.2,employed,20,male,0.51,premium
177,100372,996,13.5,purchase,utilities,CL,Santiago,mobile,0,540,43204.99,32564.93,39,4367.63,bank_transfer,18,4,-33.44345,-70.66413,18.7,19,0,3101,21.4,self_employed,57,male,2.91,standard
178,100285,391,25.12,purchase,grocery,US,Miami,mobile,0,517,97514.8,11880.91,16,5000.0,card,13,2,25.74174,-80.20237,32.3,20,0,3602,35.6,self_employed,22,female,0.96,vip
179,100221,280,8.12,purchase,fashion,AR,Buenos Aires,mobile,0,420,23489.4,11312.92,13,2901.97,wallet,23,0,-34.59731,-58.37128,21.0,19,0,2853,14.9,employed,26,female,0.45,basic
180,100260,166,54.22,purchase,fashion,CO,Bogota,mobile,0,445,70720.27,20629.54,5,5000.0,wallet,13,3,4.6982,-74.05821,14.3,24,0,4855,71.0,unemployed,29,female,0.0,premium
181,100165,138,11.41,purchase,grocery,PE,Lima,mobile,0,582,31371.17,-5000.0,4,3515.61,card,17,4,-12.03606,-77.04101,13.1,22,0,3836,18.9,student,60,male,0.82,standard
182,100435,108,16.11,purchase,electronics,CL,Santiago,mobile,0,602,44339.17,-5000.0,6,4962.58,bank_transfer,9,6,-33.45508,-70.6712,46.9,21,0,5491,24.6,employed,61,female,0.8,premium
183,100275,1360,19.26,purchase,electronics,ES,Madrid,mobile,0,556,26666.83,-5000.0,26,1849.81,wallet,19,5,40.40858,-3.7081,17.5,8,0,1006,28.4,employed,30,male,3.41,standard
184,100236,2576,26.94,purchase,health,MX,Mexico City,mobile,0,473,52802.41,12499.98,83,4962.13,card,16,6,19.44579,-99.14501,100.4,16,0,4446,37.8,employed,22,male,4.0,premium
185,100038,725,26.01,withdrawal,utilities,MX,Mexico City,desktop,1,522,89469.67,58019.32,27,5000.0,wallet,10,4,19.43254,-99.09544,14.5,20,0,5823,31.6,employed,26,male,2.19,vip
186,100389,1564,8.0,transfer,grocery,AR,Buenos Aires,tablet,0,512,25675.88,22137.81,51,1350.2,wallet,15,5,-34.60584,-58.36328,41.3,7,1,1115,9.7,employed,54,male,3.26,basic
187,100192,1064,16.12,purchase,grocery,MX,Mexico City,mobile,0,463,57411.66,43592.35,35,3747.67,bank_transfer,21,3,19.42908,-99.15591,22.0,17,0,3923,24.6,student,36,female,3.44,premium
188,100477,370,11.86,purchase,travel,US,Miami,mobile,1,536,31095.67,21984.56,12,2868.4,bank_transfer,23,3,25.72764,-80.20194,24.5,19,0,2239,19.4,self_employed,51,male,0.69,standard
189,100012,179,15.93,purchase,utilities,AR,Buenos Aires,desktop,1,530,32458.17,3591.55,3,1671.9,card,12,1,-34.6055,-58.38473,14.2,6,0,2137,19.4,employed,60,male,0.29,standard
190,100429,314,17.97,transfer,fashion,US,Miami,mobile,0,463,48264.45,34253.88,11,3844.15,bank_transfer,10,5,25.7574,-80.18554,66.8,22,0,3390,26.9,employed,27,female,0.48,premium
191,100284,2253,12.55,purchase,grocery,PE,Lima,mobile,0,487,30233.9,-5000.0,70,2625.63,card,22,3,-12.01162,-77.03674,32.7,13,0,2953,20.3,student,34,male,6.2,standard
192,100030,1552,41.12,payment,grocery,MX,Mexico City,mobile,1,528,39480.58,29866.09,52,1651.02,card,9,5,19.46523,-99.12338,22.2,7,0,1897,55.0,employed,52,female,4.63,standard
193,100144,1892,20.07,purchase,health,ES,Madrid,mobile,0,489,25224.01,24816.56,75,1291.1,wallet,16,0,40.39405,-3.69262,30.8,16,0,1688,29.4,retired,30,female,5.07,basic
194,100364,1791,23.22,transfer,grocery,ES,Madrid,mobile,1,518,127348.06,-5000.0,64,5000.0,card,14,4,40.43996,-3.72818,51.7,25,0,5605,33.3,employed,36,female,4.52,vip
195,100202,268,23.28,purchase,grocery,CO,Bogota,tablet,0,462,45562.25,37778.18,12,5000.0,card,20,3,4.69469,-74.03957,30.9,22,0,7486,28.3,employed,26,female,1.5,premium
196,100157,681,8.96,withdrawal,fashion,PE,Lima,desktop,0,632,22937.13,-1069.09,28,728.2,cash,16,3,-12.04462,-77.0513,27.8,7,0,441,18.9,employed,62,male,1.89,basic
197,100282,314,8.07,payment,grocery,US,Miami,mobile,1,483,21348.31,14727.23,9,1107.15,card,12,3,25.7905,-80.17421,14.4,5,0,1612,14.8,employed,24,female,0.98,basic
198,100242,1119,11.83,purchase,fashion,PE,Lima,mobile,1,569,35558.77,-5000.0,50,4042.58,card,14,0,-12.05126,-77.02165,26.0,17,0,3398,19.4,employed,51,male,3.54,standard
199,100452,616,22.95,purchase,electronics,MX,Mexico City,mobile,0,485,72156.7,78035.27,21,5000.0,card,15,4,19.44669,-99.16396,10.0,17,1,4347,32.9,retired,28,male,1.85,vip
200,100412,270,42.16,purchase,utilities,ES,Madrid,mobile,1,477,171778.62,8583.37,16,5000.0,wallet,21,3,40.41786,-3.6752,14.6,16,0,4920,56.3,employed,25,female,0.35,vip
201,100347,1463,16.22,purchase,services,CO,Bogota,mobile,0,542,70467.33,74044.1,62,5000.0,card,17,0,4.75021,-74.07937,19.9,34,0,5657,24.7,employed,33,male,4.55,premium
202,100494,1496,8.13,purchase,grocery,CO,Bogota,mobile,0,490,23168.04,6669.74,56,1483.8,card,11,5,4.70014,-74.0843,10.0,5,0,1683,14.9,self_employed,33,male,3.43,basic
203,100081,276,11.59,purchase,fashion,PE,Lima,mobile,0,592,25107.75,-5000.0,10,3273.09,cash,9,3,-12.0931,-77.05036,19.6,14,0,4184,27.1,employed,61,female,0.35,basic
204,100105,286,22.85,transfer,travel,MX,Mexico City,mobile,0,430,21740.23,-1354.64,9,1881.64,cash,13,2,19.38374,-99.1151,18.1,8,1,1590,40.8,employed,23,female,0.82,basic
205,100405,395,8.02,purchase,fashion,AR,Buenos Aires,mobile,0,517,25289.38,8734.93,15,2390.11,card,23,6,-34.61338,-58.39841,29.8,10,1,1497,14.8,employed,54,female,1.63,basic
206,100227,1666,13.49,payment,fashion,PE,Lima,mobile,0,392,17250.0,-5000.0,58,1396.01,cash,12,2,-12.0489,-77.02104,10.0,6,1,1638,29.4,employed,19,female,1.0,basic
207,100037,1223,19.22,purchase,grocery,MX,Mexico City,mobile,0,568,62004.69,52471.99,34,5000.0,wallet,23,0,19.39909,-99.15452,15.1,11,0,3170,28.4,self_employed,64,male,2.48,premium
208,100019,324,10.05,purchase,utilities,MX,Mexico City,desktop,0,429,21972.29,3498.74,12,1551.66,bank_transfer,23,0,19.41492,-99.10895,54.3,6,0,1150,12.2,student,24,female,1.41,basic
209,100029,177,26.55,payment,fashion,CL,Santiago,desktop,0,479,116361.82,22041.66,5,5000.0,card,15,6,-33.44367,-70.62902,40.4,19,0,7131,32.3,employed,37,male,0.74,vip
210,100078,541,23.61,purchase,fashion,AR,Buenos Aires,mobile,1,523,52389.82,8222.69,28,5000.0,wallet,12,2,-34.6006,-58.37651,23.7,20,0,4203,33.7,employed,28,female,1.25,premium
211,100449,446,16.88,transfer,grocery,CL,Santiago,mobile,0,541,62279.65,-377.58,15,3274.73,wallet,13,1,-33.45808,-70.68909,38.4,21,0,2612,25.5,employed,60,male,0.77,premium
212,100216,324,8.4,purchase,grocery,CO,Bogota,mobile,0,559,17250.0,10756.21,8,2101.84,card,12,3,4.72043,-74.05677,15.4,12,0,1654,15.2,employed,35,female,0.82,basic
213,100388,986,9.43,purchase,utilities,AR,Buenos Aires,mobile,0,407,19294.46,19067.68,39,1610.32,wallet,13,6,-34.61105,-58.36815,10.4,9,1,1882,16.5,retired,29,female,2.98,basic
214,100464,619,8.32,payment,utilities,CL,Santiago,desktop,1,499,21385.1,3596.88,22,1686.57,cash,7,6,-33.44668,-70.69338,36.8,10,0,2228,18.1,employed,32,male,2.03,basic
215,100071,437,18.27,purchase,health,AR,Buenos Aires,mobile,0,455,10500.0,-4056.38,18,999.85,bank_transfer,16,6,-34.64642,-58.40878,43.3,7,1,514,27.2,retired,31,male,1.11,basic
216,100094,626,107.58,purchase,fashion,CO,Bogota,mobile,1,562,62468.47,62896.51,22,5000.0,bank_transfer,14,1,4.7177,-74.084,19.4,20,0,4371,100.0,self_employed,54,male,2.12,premium
217,100492,371,41.98,purchase,utilities,AR,Buenos Aires,mobile,1,444,26333.73,23579.62,8,1543.39,card,17,6,-34.59581,-58.3709,16.3,10,0,2261,56.1,retired,31,female,0.15,standard
218,100485,700,10.81,payment,utilities,MX,Mexico City,mobile,1,567,13177.03,7756.4,29,826.81,cash,21,3,19.454,-99.11781,33.1,5,1,563,26.2,student,76,male,2.18,basic
219,100035,2563,41.61,transfer,services,CL,Santiago,mobile,0,582,85851.61,80544.91,100,5000.0,card,18,1,-33.48671,-70.68135,21.0,13,0,4165,55.6,employed,56,male,6.61,vip
220,100128,663,67.52,purchase,utilities,CL,Santiago,mobile,0,567,58631.8,46645.79,24,2611.71,cash,9,1,-33.4604,-70.66336,30.3,13,0,3538,95.2,employed,56,male,1.28,premium
221,100074,200,13.12,withdrawal,services,ES,Madrid,mobile,0,539,21701.08,6178.57,4,2621.62,bank_transfer,16,2,40.39394,-3.65791,26.2,10,0,2114,21.0,unemployed,63,male,0.19,basic
222,100217,142,44.64,purchase,travel,AR,Buenos Aires,mobile,1,550,56715.03,-5000.0,1,4619.49,card,23,0,-34.59271,-58.38722,51.2,19,0,4740,59.3,employed,59,female,0.06,premium
223,100053,964,11.81,purchase,services,MX,Mexico City,mobile,0,594,33715.54,35953.52,36,1094.48,card,18,6,19.46223,-99.115,24.0,8,0,1618,19.4,student,66,female,2.57,standard
224,100022,1672,35.94,purchase,services,PE,Lima,mobile,1,576,32419.24,22135.95,52,3580.34,card,19,5,-12.0643,-77.04861,15.6,18,0,2462,48.7,self_employed,60,male,5.04,standard
225,100173,581,11.8,payment,fashion,US,Miami,mobile,0,557,27975.62,23129.14,14,1025.38,card,15,5,25.74015,-80.16679,18.0,6,0,1177,19.4,employed,64,female,2.38,standard
226,100145,81,16.38,purchase,electronics,CL,Santiago,mobile,0,559,45540.69,-5000.0,3,4916.87,card,15,4,-33.46369,-70.6562,25.3,17,0,5078,24.9,student,62,female,0.0,premium
227,100428,195,78.74,transfer,electronics,CL,Santiago,desktop,1,509,49894.66,16162.57,4,3499.01,card,13,3,-33.41613,-70.66096,31.3,12,1,2698,95.8,employed,63,male,0.37,premium
228,100407,201,47.97,purchase,utilities,MX,Mexico City,mobile,1,601,13512.51,11373.65,9,1349.0,card,3,1,19.44114,-99.0739,10.0,5,0,1466,63.4,student,58,female,0.65,basic
229,100166,911,16.74,purchase,grocery,AR,Buenos Aires,mobile,0,429,69117.66,72240.61,32,3480.4,card,20,1,-34.61129,-58.35879,21.4,23,0,2504,25.4,self_employed,27,female,3.36,premium
230,100454,2738,9.89,transfer,grocery,AR,Buenos Aires,desktop,0,374,15439.63,10792.26,83,1545.64,card,16,3,-34.62067,-58.37356,20.3,8,0,1253,12.0,unemployed,18,female,0.0,basic
231,100163,165,16.48,purchase,utilities,ES,Madrid,tablet,0,628,31066.21,20167.77,6,997.97,bank_transfer,14,5,40.4317,-3.71492,19.9,5,0,1001,20.1,employed,63,female,0.62,standard
232,100404,224,34.28,payment,health,ES,Madrid,desktop,1,524,66391.02,-5000.0,14,5000.0,bank_transfer,17,4,40.4285,-3.65625,25.5,30,0,5918,41.7,employed,29,male,0.91,premium
233,100090,847,13.25,purchase,travel,CL,Santiago,desktop,0,501,38285.02,-4725.18,32,5000.0,card,17,0,-33.42757,-70.6517,13.4,13,0,4305,16.1,employed,28,male,2.43,standard
234,100396,624,43.09,purchase,fashion,MX,Mexico City,mobile,0,516,68316.31,58842.46,25,3710.23,bank_transfer,22,0,19.40573,-99.11552,16.6,27,0,4564,57.4,employed,24,male,2.14,premium
235,100210,83,23.41,purchase,health,MX,Mexico City,tablet,0,488,119576.27,120813.01,3,5000.0,card,17,6,19.46747,-99.11909,15.4,18,0,4818,28.5,employed,25,female,0.16,vip
236,100442,518,11.15,transfer,services,ES,Madrid,mobile,1,464,28045.84,16305.02,14,3932.27,card,19,1,40.39141,-3.7134,10.0,19,0,5815,18.6,employed,26,female,1.6,standard
237,100495,1207,13.54,transfer,utilities,AR,Buenos Aires,tablet,0,472,35660.88,17265.96,50,1766.15,card,23,5,-34.61536,-58.3871,14.5,11,0,2001,16.5,retired,24,female,4.04,standard
238,100417,173,21.61,transfer,electronics,CL,Santiago,mobile,0,486,67552.42,38960.6,10,5000.0,card,12,6,-33.43497,-70.63849,38.1,14,0,4294,31.3,employed,25,female,0.0,premium
239,100273,806,60.54,refund,fashion,CL,Santiago,mobile,1,588,90298.67,-2183.6,28,5000.0,cash,13,5,-33.42298,-70.65324,29.9,13,0,3433,86.7,self_employed,65,male,2.12,vip
240,100481,276,26.97,payment,utilities,ES,Madrid,desktop,0,475,33237.49,21988.42,8,1755.85,card,20,4,40.39133,-3.7193,33.2,12,0,1834,32.8,unemployed,32,female,0.84,standard
241,100397,779,13.8,purchase,grocery,MX,Mexico City,mobile,1,417,27730.99,8186.79,17,2647.51,card,11,4,19.4337,-99.15815,44.0,10,1,2163,21.8,self_employed,33,male,2.21,standard
242,100004,738,17.77,purchase,services,AR,Buenos Aires,mobile,0,476,17968.19,-118.04,21,1929.94,card,11,0,-34.55627,-58.3862,18.0,9,0,1000,26.6,employed,33,female,2.3,basic
243,100258,895,17.19,purchase,fashion,MX,Mexico City,mobile,0,528,68119.41,-5000.0,36,5000.0,wallet,19,5,19.45588,-99.13842,25.2,19,0,4807,25.9,self_employed,61,male,2.3,premium
244,100218,456,17.6,withdrawal,grocery,CO,Bogota,desktop,0,594,54100.5,-5000.0,18,5000.0,card,19,5,4.70521,-74.05685,29.4,18,0,3287,21.4,unemployed,54,female,0.82,premium
245,100239,884,21.31,purchase,utilities,MX,Mexico City,mobile,0,599,72035.67,21935.78,30,5000.0,card,11,6,19.40789,-99.13421,26.7,17,0,5280,30.9,employed,64,female,2.93,premium
246,100235,883,16.32,purchase,health,AR,Buenos Aires,mobile,0,536,60115.33,19095.09,35,5000.0,card,11,0,-34.58718,-58.37275,107.6,20,0,5638,24.9,employed,43,male,2.26,premium
247,100462,156,14.08,purchase,grocery,US,Miami,mobile,0,452,23562.25,-5000.0,3,2428.29,card,14,2,25.7659,-80.24298,10.0,10,0,1420,22.1,employed,28,female,0.24,basic
248,100248,386,14.95,purchase,utilities,CO,Bogota,mobile,0,550,42956.44,-5000.0,9,5000.0,card,6,6,4.72017,-74.07447,13.7,13,0,5925,23.2,retired,60,female,1.68,standard
249,100473,430,8.51,transfer,utilities,PE,Lima,desktop,0,414,18750.0,6700.39,13,2368.98,cash,14,0,-12.03743,-77.04416,22.8,9,0,2497,18.4,self_employed,28,female,1.07,basic
250,100127,302,21.3,purchase,services,US,Miami,mobile,0,509,47364.46,26784.76,14,5000.0,card,13,1,25.75452,-80.21208,32.7,17,0,7314,30.9,student,29,female,0.74,premium
251,100423,576,10.53,withdrawal,utilities,CO,Bogota,mobile,0,443,25368.84,14072.2,20,2351.41,wallet,18,0,4.7156,-74.05832,34.8,5,0,3453,17.8,self_employed,21,female,1.4,basic
252,100177,239,12.03,withdrawal,utilities,CL,Santiago,tablet,0,513,24486.93,4381.13,12,1277.14,bank_transfer,16,2,-33.46073,-70.68421,14.6,8,0,809,14.6,self_employed,30,male,1.11,basic
253,100143,859,8.19,purchase,grocery,ES,Madrid,desktop,0,559,19139.53,12437.71,28,2567.95,card,9,0,40.4232,-3.68302,20.1,10,1,2053,10.0,employed,63,male,2.47,basic
254,100484,298,9.62,purchase,electronics,CL,Santiago,desktop,0,473,12750.0,-1137.59,8,1376.99,wallet,15,0,-33.49265,-70.7147,24.6,5,0,1743,11.7,student,33,female,1.3,basic
255,100152,531,30.91,purchase,utilities,MX,Mexico City,mobile,0,515,69034.67,58888.65,17,5000.0,card,14,0,19.48606,-99.10236,29.8,20,1,3307,42.6,employed,27,female,0.77,premium
256,100326,874,8.08,purchase,grocery,PE,Lima,mobile,0,536,14659.87,10020.36,34,916.8,bank_transfer,12,0,-12.04645,-77.02299,19.6,7,0,1121,14.8,student,64,female,2.16,basic
257,100240,170,24.04,purchase,fashion,AR,Buenos Aires,mobile,0,528,49765.73,3815.44,11,5000.0,card,20,6,-34.60052,-58.41622,45.3,19,0,2620,34.3,employed,26,female,0.36,premium
258,100080,130,26.0,purchase,health,CL,Santiago,mobile,0,466,95881.57,24309.4,4,5000.0,bank_transfer,20,2,-33.45897,-70.68278,19.1,11,0,3531,36.6,employed,27,male,0.95,vip
259,100117,385,12.55,purchase,travel,US,Miami,mobile,0,520,22350.8,15477.14,13,964.24,card,13,4,25.79437,-80.20921,46.6,4,1,1236,20.3,employed,30,female,0.73,basic
260,100023,1278,18.37,purchase,health,CO,Bogota,mobile,0,569,59463.32,8211.72,51,2826.08,cash,20,0,4.72509,-74.05302,62.4,11,0,2531,35.4,employed,68,male,3.25,premium
261,100443,528,20.43,purchase,services,AR,Buenos Aires,mobile,0,593,22458.56,9422.17,17,1184.44,cash,10,1,-34.60218,-58.35189,23.5,12,1,1044,37.9,employed,56,female,1.89,basic
262,100422,311,9.23,purchase,health,CO,Bogota,mobile,0,524,18748.4,7769.91,12,1610.96,card,10,6,4.74209,-74.05921,14.1,15,1,1733,16.2,retired,33,male,0.44,basic
263,100333,444,16.91,withdrawal,utilities,PE,Lima,mobile,0,535,24502.36,10186.95,13,2953.06,card,9,6,-12.05649,-77.02374,37.8,12,1,3565,25.6,employed,45,male,1.13,basic
264,100061,1632,8.63,purchase,health,AR,Buenos Aires,mobile,0,518,20615.59,-5000.0,45,2920.7,bank_transfer,20,3,-34.6144,-58.38972,10.0,19,0,3692,15.5,unemployed,59,male,4.22,basic
265,100108,247,53.19,purchase,travel,CL,Santiago,mobile,0,474,35931.3,-228.27,12,1205.57,bank_transfer,12,3,-33.45502,-70.68944,134.1,7,1,1342,69.7,retired,22,male,0.53,standard
266,100468,986,13.17,withdrawal,fashion,PE,Lima,desktop,1,560,44208.46,-5000.0,24,5000.0,card,23,0,-12.03509,-77.05915,15.9,25,0,5786,16.0,employed,65,female,2.85,standard
267,100044,657,10.59,transfer,grocery,CO,Bogota,desktop,0,513,14392.87,9057.71,20,869.11,card,19,2,4.713,-74.06593,32.1,6,0,1259,12.9,student,54,male,1.06,basic
268,100089,553,16.55,transfer,electronics,MX,Mexico City,mobile,0,479,20459.31,16274.39,22,1464.88,wallet,11,4,19.38154,-99.14346,10.0,7,0,1868,25.1,employed,32,female,1.48,basic
269,100232,1970,22.71,purchase,electronics,CO,Bogota,mobile,1,562,88134.18,5797.58,78,5000.0,card,14,6,4.69751,-74.06832,58.8,22,0,7381,32.6,employed,61,male,6.22,vip
270,100441,1811,8.54,purchase,electronics,CO,Bogota,desktop,0,549,17374.29,3339.77,54,2007.08,card,11,3,4.68986,-74.07844,16.7,15,0,1365,10.4,employed,72,male,4.63,basic
271,100444,649,25.95,purchase,electronics,CL,Santiago,mobile,0,480,94259.69,36384.78,27,4076.97,wallet,18,4,-33.45286,-70.63736,46.2,20,0,3982,36.6,employed,29,male,1.09,vip
272,100298,360,13.4,transfer,utilities,CO,Bogota,desktop,0,460,29408.99,-5000.0,7,1823.72,card,8,3,4.72701,-74.06359,18.4,14,0,2121,16.3,self_employed,26,female,0.67,standard
273,100220,751,21.44,purchase,health,AR,Buenos Aires,tablet,0,478,31735.55,-5000.0,29,2473.91,bank_transfer,14,5,-34.61711,-58.36405,12.2,9,0,1493,26.1,student,25,male,2.41,standard
